Microbe,Condition,Effect,Sample Type,Host,Method,Study Title,PubMed Link
Bifidobacterium bifidum,"Celiac Disease, Coaliac disease",Elevated,Faeces,Human,Denaturating gradient gel electrophoresis (DGGE),Differences in faecal bacteria populations and faecal bacteria metabolism in healthy adults and celiac disease patients,https://www.ncbi.nlm.nih.gov/pubmed/22542995
Prevotella copri,Obesity,Elevated,Faeces,Human,16S rRNA sequencing,Overweight and obesity status in pregnant women are related to intestinal microbiota and serum metabolic and inflammatory profiles,https://www.ncbi.nlm.nih.gov/pubmed/29338886
Bacteriodes uniformis,Obesity,Reduced,Faeces,Human,16S rRNA sequencing,Overweight and obesity status in pregnant women are related to intestinal microbiota and serum metabolic and inflammatory profiles,https://www.ncbi.nlm.nih.gov/pubmed/29338886
Bifidobacterium,Infant colic,Reduced,Faeces,Human,16S rRNA sequencing,Infant colic represents gut inflammation and dysbiosis,https://www.ncbi.nlm.nih.gov/pubmed/30177353
Lactobacillus iners,Infant colic,Elevated,Faeces,Human,16S rRNA sequencing,Infant colic represents gut inflammation and dysbiosis,https://www.ncbi.nlm.nih.gov/pubmed/30177353
Acinetobacter,Infant colic,Elevated,Faeces,Human,16S rRNA sequencing,Infant colic represents gut inflammation and dysbiosis,https://www.ncbi.nlm.nih.gov/pubmed/30177353
Oscillospira,Tetratricopeptide repeat domain 7A deficiency,Reduced,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Ruminococcaceae,Tetratricopeptide repeat domain 7A deficiency,Reduced,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Aggregatibacter,Tetratricopeptide repeat domain 7A deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Enterobacteriaceae,Tetratricopeptide repeat domain 7A deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Campylobacter,Tetratricopeptide repeat domain 7A deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Actinobacillus,Tetratricopeptide repeat domain 7A deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Clostridium,Tetratricopeptide repeat domain 7A deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Porphyromonadaceae,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Actinobacillus,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Scardovia,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Rothia dentocariosa,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Fusobacterium,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Lactococcus garvieae,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Veillonella,X-linked inhibitor of apoptosis deficiency,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Ruminococcus gnavus,Chronic granulomatous disease,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Parabacteroides distasonis,Chronic granulomatous disease,Elevated,Faeces,Human,16S rRNA sequencing,Intestinal dysbiosis in inflammatory bowel disease associated with primary immunodeficiency,https://www.ncbi.nlm.nih.gov/pubmed/30312711
Streptococcus,Coronary artery disease,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Clostridiaceae,Coronary artery disease,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Bacteroides plebeius,Coronary artery disease,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Ruminococcaceae,Coronary artery disease,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Erysipelotrichaceae,Coronary artery disease,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Lactobacillus,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Prevotella stercorea,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Parabacteroides distasonis,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Collinsella aerofaciens,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Megamonas,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Enterococcus,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Bacteroides,Coronary artery disease,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Enterococcus,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Lactobacillus,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Prevotella stercorea,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Fusobacterium,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Bacteroides plebeius,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Veillonella dispar,Cardiac valve calcification,Elevated,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Ruminococcaceae,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Bacteroides,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Erysipelotrichaceae,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Clostridiaceae,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Megamonas,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Dorea,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Blautia,Cardiac valve calcification,Reduced,Faeces,Human,16S rRNA sequencing,The intestinal microbiota associated with cardiac valve calcification differs from that of coronary artery disease,https://www.ncbi.nlm.nih.gov/pubmed/30897381
Moraxellaceae,Granulomatosis with polyangiitis,Reduced,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Tissierellaceae,Granulomatosis with polyangiitis,Reduced,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Aerococcaceae,Granulomatosis with polyangiitis,Reduced,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Staphylococcaceae,Granulomatosis with polyangiitis,Reduced,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Pasteurellaceae,Granulomatosis with polyangiitis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Streptococcaceae,Granulomatosis with polyangiitis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Planococcaceae,Granulomatosis with polyangiitis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Staphylococcus aureus,Granulomatosis with polyangiitis,Elevated,Nasal swab,Human,qPCR,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Haemophilus influenzae,Granulomatosis with polyangiitis,Elevated,Nasal swab,Human,qPCR,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Staphylococcus aureus,Rheumatoid Arthritis,Elevated,Nasal swab,Human,qPCR,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Neisseriaceae,Rheumatoid Arthritis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Veillonellaceae,Rheumatoid Arthritis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Aerococcaceae,Rheumatoid Arthritis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
Planococcaceae,Rheumatoid Arthritis,Elevated,Nasal swab,Human,16S rRNA sequencing,Changes in the composition of the upper respiratory tract microbial community in granulomatosis with polyangiitis,https://www.ncbi.nlm.nih.gov/pubmed/30420263
